CIP13,NOM COURT
3400937923842,PRAVASTATINE RATIOPHARM 10 MG CPR SEC 28
3400937923903,PRAVASTATINE RATIOPHARM 10 MG CPR SEC 30
3400937924962,JANUVIA 50 MG CPR 28
3400937925044,JANUVIA 100MG CPR 28
3400937925105,MANIDIPINE QUALIMED 20 MG CPR 30
3400937925853,LAMOTRIGINE QUIVER 25MG CPR DISP 30
3400937926515,LAMOTRIGINE QUIVER 50MG CPR DISP 30
3400937927116,LAMOTRIGINE QUIVER 100MG CPR DISP 30
3400937927864,LAMOTRIGINE QUIVER 200MG CPR DISP 30
3400937928007,AMLODIPINE ZYDUS 10 MG GELULE 30
3400937928175,AMLODIPINE ZYDUS 10 MG GELULE 90
3400937929707,GLIMEPIRIDE RATIO 4 MG CPR 30
3400937930017,GLIMEPIRIDE RATIO 4 MG CPR 90
3400937932837,XELEVIA 50 MG CPR 28
3400937933087,XELEVIA 100MG CPR 28
3400937935159,GESTODENE/ETHINYLESTRADIOL RANBAXY 75 MCG/30 MCG CPR 63
3400937935388,AZITHROMYCINE SANDOZ 250 MG CPR 6
3400937935500,GESTODENE/ETHINYLESTRADIOL RANBAXY 75 MCG/20 MCG CPR 63
3400937935968,"MOXONIDINE BIOGARAN 0,2 MG CPR 30"
3400937936279,"MOXONIDINE BIOGARAN 0,2 MG CPR 90"
3400937936620,"MOXONIDINE BIOGARAN 0,4 MG CPR 30"
3400937936859,FLUCONAZOLE ZYDUS 50 MG GELULE 7
3400937937160,FLUCONAZOLE ZYDUS 100 MG GELULE 7
3400937937399,ECONAZOLE MYLAN 1 P. 100 1 FLACON POUDREUR DE 30 G
3400937937450,FLUCONAZOLE ZYDUS 200 MG GELULE 7
3400937937511,FLUCONAZOLE ZYDUS 200 MG GELULE 30
3400937938341,"GLIBENCLAMIDE MYLAN 2,5MG CPR 180"
3400937938402,BICALUTAMIDE ZENTIVA 50 MG CPR 30
3400937938860,FLUOXETINE ZENTIVA 20MG CPR DISP SEC 28
3400937939003,"PRAMIPEXOLE BIOGARAN 0,18 MG CPR 30"
3400937939522,"PRAMIPEXOLE BIOGARAN 0,18 MG CPR 100"
3400937939690,"PRAMIPEXOLE BIOGARAN 0,7 MG CPR 30"
3400937939751,"PRAMIPEXOLE BIOGARAN 0,7 MG CPR 100"
3400937939980,"MOXONIDINE BIOGARAN 0,4 MG CPR 90"
3400937940290,GABAPENTINE EG 600MG CPR 90
3400937940931,GABAPENTINE EG 800MG CPR 90
3400937943833,AMIODARONE RANBAXY 200 MG CPR SEC 30
3400937944892,AMLODIPINE EG 5 MG GELULE 30
3400937944953,AMLODIPINE EG 10 MG GELULE 30
3400937945264,AZITHROMYCINE RATIOPHARM 250 MG CPR 6
3400937945493,AZITHROMYCINE EG 250 MG CPR 6
3400937945783,AZITHROMYCINE MYLAN 250 MG CPR 6
3400937945905,AZITHROMYCINE QUALIMED 250 MG CPR 6
3400937946094,METFORMINE MYLAN 1000MG CPR DISP 30
3400937946384,METFORMINE MYLAN 1000 MG CPR DISP 90
3400937949286,ACICLOVIR CRISTERS 800 MG CPR 35
3400937949408,ACICLOVIR ACTAVIS 800 MG CPR 35
3400937949637,ACICLOVIR ZENTIVA 800 MG CPR 35
3400937949866,ACICLOVIR BGR 800 MG CPR 35
3400937950527,MACROGOL BIOGARAN 10 G PDRE SOL BUV SACHET 20
3400937951067,CEFTAZIDIME PANMEDICA 1 G SOL INJ 1
3400937951128,CEFTAZIDIME EG 1 G SOL INJ 1
3400937951296,CEFTAZIDIME EG 2 G SOL INJ 1
3400937951708,ATENOLOL ACTAVIS 50 MG CPR 28
3400937951937,ATENOLOL ACTAVIS 100 MG CPR SEC 28
3400937952309,CLOBEX 500 MCG/G SHAMPOOING 1/125 ML
3400937953887,"MOXONIDINE EG 0,2 MG CPR 30"
3400937954020,"MOXONIDINE EG 0,4 MG CPR 30"
3400937954778,CEFPODOXIME BGR 100 MG CPR 10
3400937954839,CEFPODOXIME SANDOZ 100 MG CPR 10
3400937955430,PINAVERIUM QUIVER 100MG CPR 30
3400937955720,NIQUITIN 21MG/24H DISP TRANSDER 7
3400937955898,NIQUITIN 21MG/24H DISP TRANSDER 14
3400937955959,NIQUITIN 21MG/24H DISP TRANSDER 28
3400937956031,NIQUITIN 14MG/24H DISP TRANSDER 7
3400937956260,NIQUITIN 14MG/24H DISP TRANSDER 14
3400937956321,NIQUITIN 14MG/24H DISP TRANSDER 28
3400937956499,NIQUITIN 7MG/24H DISP TRANSDER 7
3400937956550,NIQUITIN 7MG/24H DISP TRANSDER 14
3400937969628,FINASTERIDE DCI PHARMA 5 MG CPR 28
3400937970518,GABAPENTINE ARROW 800 MG CPR 90
3400937970747,GABAPENTINE ARROW 600 MG CPR 90
3400937970808,GABAPENTINE ALTER 600MG CPR 90
3400937970976,GABAPENTINE ALTER 800 MG CPR 90
3400937971287,FINASTERIDE RATIOPHARM 5 MG CPR 30
3400937972000,ONDANSETRON RATIOPHARM 8MG CPR DISP 2
3400937972178,ONDANSETRON RATIOPHARM 8MG CPR DISP 4
3400937973939,CIPROFIBRATE ALMUS 100 MG GELULE 30
3400937974189,CIPROFIBRATE ALMUS 100 MG GELULE 90
3400937974240,PAROXETINE ZYDUS 20MG CPR SEC 14
3400937974479,AMLODIPINE BOUCHARA-RECORDATI 5 MG GELULE 90
3400937974530,AMLODIPINE BOUCHARA-RECORDATI 10 MG GELULE 90
3400937974769,EUPANTOL 40 MG CPR 7
3400937974820,EUPANTOL 40 MG CPR 14
3400937974998,EUPANTOL 40 MG CPR 28
3400937975889,SULPIRIDE ZENTIVA 50MG GELULE 30
3400937976022,SULPIRIDE ZENTIVA 200MG CPR SEC 12
3400937976602,AMLODIPINE ALMUS 5 MG GELULE 30
3400937976770,AMLODIPINE ALMUS 5 MG GELULE 90
3400937977081,CEFPODOXIME ARROW 100 MG CPR 10
3400937977142,AMLODIPINE ALMUS 10 MG GELULE 30
3400937977203,AMLODIPINE ALMUS 10 MG GELULE 90
3400937977371,AMLODIPINE BIOGARAN 10 MG GELULE 30
3400937977432,AMLODIPINE BIOGARAN 10 MG GELULE 90
3400937977661,AMLODIPINE BIOGARAN 5 MG GELULE 30
3400937977722,AMLODIPINE BIOGARAN 5 MG GELULE 90
3400937977951,CEFPODOXIME EG 100 MG CPR 10
3400937978323,CETIRIZINE TEVA 10 MG/ML SOL BUV 1/15 ML
3400937978781,OXCARBAZEPINE MYLAN 150MG CPR 250
3400937979153,BROMAZEPAM TEVA PHARMA 6MG CPR SEC 30
3400937979962,SUMATRIPTAN TEVA 50 MG CPR 6
3400937981514,"FOSINOPRIL HYDROCHLOROTHIAZIDE TEVA 20 MG/12,5 MG CPR SEC 30"
3400937982054,PRAVASTATINE EVOLUGEN 20 MG CPR SEC 84
3400937982283,PRAVASTATINE EVOLUGEN 40 MG CPR 84
3400937982863,OXCARBAZEPINE MYLAN 300MG CPR 250
3400937983464,OXCARBAZEPINE MYLAN 600MG CPR 250
3400937985536,"TUSSIDANE 1,5 MG/ML SANS SUCRE SIROP 1/125 ML"
3400937985994,"TUSSIDANE 1,5 MG/ML SANS SUCRE SIROP 1/250 ML"
3400937986717,NICORETTE MICROTAB CITRON 2MG CPR 30
3400937986946,NICORETTE MICROTAB CITRON 2MG CPR 100
3400937990387,RISPERIDONE MYLAN PHARMA 1 MG CPR SEC 60
3400937991919,NICORETTE MICROTAB 2 MG CPR 20
3400937992169,NICORETTE MICROTAB 2 MG CPR 30
3400937992220,NICORETTE MICROTAB 2 MG CPR 90
3400937992398,NICORETTE MICROTAB 2MG CPR SUBL+ETUI 100
3400937992459,NICORETTE MICROTAB 2 MG CPR 150
3400937992978,"KETOPROFENE BGR 2,5 P. 100 GEL 1/120 G"
3400937993050,SELEXID 200 MG CPR 12
3400937993579,SEBIVO 600 MG CPR 28
3400937995290,FELODIPINE ZENTIVA LP 5 MG CPR 30
3400937995412,FELODIPINE ZENTIVA LP 5 MG CPR 90
3400937996242,CAPTOPRIL/HYDROCHLOROTHIAZIDE EG 50 MG/25 MG CPR SEC 84
3400937996303,CAPTOPRIL/HYDROCHLOROTHIAZIDE EG 50 MG/25 MG CPR SEC 90
3400937997072,TRIMETAZIDINE EG 35 MG CPR 60
3400937998192,TRIMETAZIDINE BGR 35 MG CPR 60
3400937999205,TRIMETAZIDINE BIOGARAN 35 MG CPR 60
3400938000207,TRIMETAZIDINE TEVA 35 MG CPR 60
3400938000894,ONDANSETRON AGUETTANT 2 MG/ML SOL INJ 1/2 ML
3400938002157,GABAPENTINE EG LABO 100 MG GELULE 90
3400938002386,SIMVASTATINE MYLAN 10 MG CPR 28
3400938006810,"GABAPENTINE EG LABO 300 MG 1 BOITE DE 90, GELULES"
3400938007060,GYNOPURA 150 MG Gé OVULE 1
3400938007121,GYNOPURA 150 MG Gé OVULE 2
3400938007299,AMLODIPINE CHEMICAL FARMA 5 MG GELULE 30
3400938007411,AMLODIPINE CHEMICAL FARMA 10 MG GELULE 30
3400938007589,METFORMINE MYLAN 500MG CPR DISP 30
3400938007879,METFORMINE MYLAN 500 MG CPR DISP 90
3400938010251,METFORMINE MYLAN 850MG CPR DISP 30
3400938010541,METFORMINE MYLAN 850 MG CPR DISP 90
3400938013672,CEFTAZIDIME ARROW 1 G SOL INJ 1
3400938013733,CEFTAZIDIME ARROW 1 G SOL INJ FL + SET TRANSF 1
3400938013962,CEFTAZIDIME ARROW 2 G SOL INJ FL 1
3400938014044,CEFTAZIDIME ARROW 2 G SOL INJ FL + SET TRANSF 1
3400938014105,CEFPODOXIME ISOMED 100 MG CPR 10
3400938014273,CEFPODOXIME BIOGARAN 100 MG CPR 10
3400938014563,APROVEL 75 MG CPR 30
3400938014624,APROVEL 75 MG CPR 90
3400938014792,APROVEL 150 MG CPR 30
3400938014853,APROVEL 150 MG CPR 90
3400938014914,APROVEL 300 MG CPR 30
3400938015164,APROVEL 300 MG CPR 90
3400938015225,"COAPROVEL 150 MG/12,5 MG CPR 30"
3400938015393,"COAPROVEL 150 MG/12,5 MG CPR 90"
3400938015454,"COAPROVEL 300 MG/12,5 MG CPR 30"
3400938015515,"COAPROVEL 300 MG/12,5 MG CPR 90"
3400938015683,COAPROVEL 300 MG/25 MG CPR 30
3400938015744,COAPROVEL 300 MG/25 MG CPR 90
3400938016284,GLIMEPIRIDE TEVA SANTE 1 MG CPR 30
3400938016574,GLIMEPIRIDE TEVA SANTE 1 MG CPR 90
3400938016925,GLIMEPIRIDE TEVA SANTE 2 MG CPR 30
3400938017236,GLIMEPIRIDE TEVA SANTE 2 MG CPR 90
3400938017694,GLIMEPIRIDE TEVA SANTE 3 MG CPR 30
3400938017984,GLIMEPIRIDE TEVA CLASSICS 3 MG CPR 90
3400938018295,GLIMEPIRIDE TEVA SANTE 4 MG CPR 30
3400938018585,GLIMEPIRIDE TEVA SANTE 4 MG CPR 90
3400938018936,CYSTINE B6 BAILLEUL  CPR 120
3400938020946,"ZOPICLONE RANBAXY 7,5MG CPR SEC 14"
3400938021547,CEFPODOXIME RANBAXY 100 MG CPR 10
3400938021608,CEFPODOXIME MYLAN 100 MG CPR 10
3400938021776,CEFPODOXIME QUALIMED 100 MG CPR 10
3400938022087,CEFPODOXIME TEVA 100 MG CPR 10
3400938022209,PLAVIX 75 MG PLAQ THERMOF (PVC/PVDC/ALU) CPR 30
3400938022377,PLAVIX 75 MG PLAQ THERMOF (ALU/ALU) CPR 30
3400938023039,"GLIBENCLAMIDE SANDOZ 2,5MG CPR 60"
3400938023329,GLIBENCLAMIDE SANDOZ 5MG CPR 20
3400938023787,GLIBENCLAMIDE SANDOZ 5MG CPR 100
3400938023848,TERBINAFINE TEVA 250 MG CPR SEC 14
3400938023909,TERBINAFINE TEVA 250 MG CPR SEC 28
3400938024210,GLIBENCLAMIDE RANBAXY 5MG CPR 20
3400938024678,GLIBENCLAMIDE RANBAXY 5MG CPR 100
3400938025101,"GLIBENCLAMIDE RANBAXY 2,5MG CPR 60"
3400938025569,AZITHROMYCINE RANBAXY 250 MG CPR 6
3400938025859,BROMAZEPAM ISOMED 6 MG CPR SEC 30
3400938025910,"AZITHROMYCINE SANDOZ 40 MG/ML 1 FLACON DE 31,42 G"
3400938026399,MUCOMYSTENDO 1 G/5ML SOL INHAL 6/5 ML
3400938027051,SERTRALINE ARROW 25 MG GELULE 7
3400938027631,"QUINAPRIL/HYDROCHLOROTHIAZIDE ARROW 20 MG/12,5 M CPR SEC 28"
3400938029123,TERBINAFINE ZYDUS 250 MG CPR SEC 28
3400938029291,TERBINAFINE ALTER 250 MG CPR SEC 14
3400938029352,TERBINAFINE ALTER 250 MG CPR SEC 28
3400938041019,PRAVASTATINE ALTER 20 MG CPR 84
3400938041309,PRAVASTATINE ALTER 40 MG CPR 84
3400938042139,OXYNORMORO 5MG CPR DISP 14
3400938042597,OXYNORMORO 10MG CPR DISP 14
3400938042887,OXYNORMORO 20MG CPR DISP 14
3400938043488,ONDANSETRON ARROW 8MG CPR 2
3400938043549,ONDANSETRON ARROW 8MG CPR 4
3400938044201,FLUOXETINE ZYDUS 20MG CPR DISP SEC 28
3400938044430,CEFIXIME ALMUS 200 MG CPR 8
3400938045789,CEFIXIME BIOGARAN 200 MG CPR 8
3400938046960,COLIMYCINE 1 MUI SOL INJ 30/3 ML
3400938047271,TERBINAFINE ARROW 250 MG CPR 14
3400938047332,TERBINAFINE ARROW 250 MG CPR 28
3400938048452,"MANIDIPINE SANDOZ 10 MG 1 BOITE DE 30, COMPRIMES"
3400938048513,"MANIDIPINE SANDOZ 10 MG 1 BOITE DE 90, COMPRIMES"
3400938049053,"MANIDIPINE SANDOZ 20 MG 1 BOITE DE 30, COMPRIMES"
3400938049114,"QUINAPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 20 MG/12,5 MG CPR SEC 30"
3400938049282,"MANIDIPINE SANDOZ 20 MG 1 BOITE DE 90, COMPRIMES"
3400938049404,"QUINAPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 20 MG/12,5 MG CPR SEC 90"
3400938049862,RESIKALI PDR SUSP BUV OU RECT 500G
3400938050813,METHADONE AP-HP 40 MG GELULE 7
3400938051933,CIPROFLOXACINE ALMUS 250 MG CPR 12
3400938052183,TOPIRAMATE BIOGARAN 50MG CPR 28
3400938053425,FLEXEA 625MG CPR 60
3400938053944,"ARANESP 130 MCG SOL INJ 1/0,65 ML"
3400938054026,"ARANESP 130 MCG SOL INJ 4/0,65 ML"
3400938054606,"ARANESP 130 MCG SOL INJ STYLO 1/0,65 ML"
3400938054835,"OMNITROPE 5 MG/1,5 ML SOL INJ CARTOUCHE 1/1,5 ML"
3400938055085,"OMNITROPE 5 MG/1,5 ML SOL INJ CARTOUCHE 5/1,5 ML"
3400938055146,"OMNITROPE 5 MG/1,5 ML SOL INJ CARTOUCHE 10/1,5 ML"
3400938055207,ONDANSETRON ARROW 4 MG/2ML SOL INJ 1/2 ML
3400938055375,SIMVASTATINE BIOGARAN 40 MG CPR 28
3400938055665,SIMVASTATINE BIOGARAN 40 MG CPR 84
3400938056327,TOPIRAMATE BIOGARAN 100MG CPR 28
3400938057386,TOPIRAMATE BIOGARAN 200MG CPR 28
3400938058109,TOPIRAMATE EG 50MG CPR 28
3400938059397,TOPIRAMATE EG 100MG CPR 28
3400938060348,TOPIRAMATE EG 200MG CPR 28
3400938064360,"TRANDOLAPRIL TEVA 0,5 MG GELULE 30"
3400938069044,FLUOXETINE ARROW 20MG CPR DISP SEC 28
3400938069105,DICLOFENAC BGR 1 P. 100 GEL TUBE 1/50 G
3400938069273,"ADVAGRAF 0,5 MG GELULE 30"
3400938069334,"TRANDOLAPRIL TEVA 0,5 MG GELULE 90"
3400938069624,ADVAGRAF 1 MG GELULE 30
3400938069914,ADVAGRAF 5 MG GELULE 30
3400938070804,TERBINAFINE EVOLUGEN 250 MG CPR SEC 28
3400938070972,TERBINAFINE ARROW LAB 250 MG CPR SEC 14
3400938071054,TERBINAFINE ARROW LAB 250 MG CPR SEC 28
3400938071573,FLUOXETINE RANBAXY 20MG CPR DISP SEC 28
3400938072174,GESTODENE/ETHINYLESTRADIOL TEVA 75 MCG/30 MCG CPR 63
3400938072464,GESTODENE/ETHINYLESTRADIOL TEVA 75 MCG/20 MCG CPR 21
3400938072525,GESTODENE/ETHINYLESTRADIOL TEVA 75 MCG/20 MCG CPR 63
3400938073065,NEBIVOLOL EG 5 MG CPR SEC 30
3400938073355,NEBIVOLOL EG 5 MG CPR SEC 90
3400938073584,AMLODIPINE ARROW 5MG GELULE 90
3400938073645,AMLODIPINE ARROW 10MG GELULE 90
3400938079449,LAMOTRIGINE QUALIMED 25MG CPR DISP 30
3400938080339,LAMOTRIGINE MYLAN 25MG CPR DISP 30
3400938081459,"SALVACYL LP 11,25 MG SOL INJ 1/6 ML"
3400938081749,LAMOTRIGINE QUALIMED 50MG CPR DISP 30
3400938082869,LAMOTRIGINE QUALIMED 200MG CPR DISP 30
3400938083989,LAMOTRIGINE MYLAN 50MG CPR DISP 30
3400938084931,LAMOTRIGINE MYLAN 100MG CPR DISP 30
3400938086072,LAMOTRIGINE MYLAN 200MG CPR DISP 30
3400938086713,CLARITHROMYCINE MYLAN 250 MG CPR 10
3400938087253,CLARITHROMYCINE MYLAN 500 MG CPR 10
3400938087314,CLARITHROMYCINE MYLAN 500 MG CPR 14
3400938087772,CLARITHROMYCINE SANDOZ 250MG CPR 10
3400938088373,CLARITHROMYCINE ARROW 250 MG CPR 10
3400938088953,CLARITHROMYCINE RATIOPHARM 250 MG CPR 10
3400938089554,CLARITHROMYCINE SANDOZ 500 MG CPR 10
3400938089615,CLARITHROMYCINE SANDOZ 500 MG CPR 14
3400938089844,CLARITHROMYCINE SANDOZ 500 MG CPR 30
3400938090154,CLARITHROMYCINE RATIOPHARM 500 MG CPR 10
3400938090215,CLARITHROMYCINE RATIOPHARM 500 MG CPR 14
3400938090673,CLARITHROMYCINE ARROW 500 MG CPR 10
3400938090734,CLARITHROMYCINE ARROW 500 MG CPR 14
3400938091045,CLARITHROMYCINE ARROW 500 MG CPR 30
3400938093056,LACTULOSE H2 PHARMA 10 G/15 ML SOL BUV SACHET 20
3400938093346,CIPROFLOXACINE RANBAXY 250 MG CPR 12
3400938093636,CIPROFLOXACINE EVOLUGEN 500 MG CPR 12
3400938094527,FINASTERIDE EG 5 MG CPR 28
3400938095418,CIPROFLOXACINE RANBAXY 500 MG CPR 12
3400938097139,AERIUS 5MG CPR ORODISP 15
3400938097597,AERIUS 5MG CPR ORODISP 30
3400938098488,"AERIUS 0,5MG/ML SOL BUV 1/150 ML"
3400938099201,PAROXETINE DCI PHARMA 20MG CPR SEC 14
3400938101942,SIKLOS 1000 MG CPR 30
3400938103205,LANSOPRAZOLE BIOGARAN 15 MG GELULE GASTRORESISTANTE 30
3400938103953,LANSOPRAZOLE BIOGARAN 15 MG GELULE 15
3400938104035,LANSOPRAZOLE BIOGARAN 15 MG GELULE 30
3400938104844,LANSOPRAZOLE MYLAN 30 MG GELULE 7
3400938104905,LANSOPRAZOLE MYLAN 30 MG GELULE 14
3400938105094,LANSOPRAZOLE MYLAN 30 MG GELULE 28
3400938105155,LANSOPRAZOLE BIOGARAN 30 MG GELULE GASTRORESISTANTE 28
3400938105445,LANSOPRAZOLE BIOGARAN 30 MG GELULE GASTRORESISTANTE 30
3400938105964,TRANDOLAPRIL TEVA 4 MG GELULE 30
3400938106107,LANSOPRAZOLE BIOGARAN 30 MG GELULE 7
3400938106275,TRANDOLAPRIL TEVA 4 MG GELULE 90
3400938106336,LANSOPRAZOLE BIOGARAN 30 MG GELULE 14
3400938106565,MIRTAZAPINE ARROW GENERIQUES 15 MG CPR DISP 30
3400938108576,LANSOPRAZOLE ZENTIVA 15 MG GELULE 15
3400938108866,LANSOPRAZOLE ZENTIVA 15 MG GELULE 30
3400938109696,LANSOPRAZOLE ZENTIVA 30 MG GELULE 7
3400938109757,LANZOPRAZOLE ZENTIVA 30 MG GELULE 14
3400938109986,LANSOPRAZOLE ZENTIVA 30 MG GELULE 28
3400938110067,TRANDOLAPRIL TEVA 2 MG GELULE 30
3400938110357,LAMOTRIGINE QUALIMED 100MG CPR DISP 30
3400938110937,TERBINAFINE EVOLUGEN 250 MG CPR SEC 14
3400938111019,TERBINAFINE EVOLUGEN 250 MG CPR SEC 28
3400938111828,LANSOPRAZOLE ALMUS 30 MG GELULE 7
3400938112078,LANSOPRAZOLE ALMUS 30 MG GELULE 14
3400938112139,LANSOPRAZOLE ALMUS 30 MG GELULE 28
3400938112658,L-THYROXINE SERB SOL BUV GOUTTES 1/15 ML
3400938112719,L-THYROXINE SERB 30 COMPRIMES SECABLES
3400938112887,LANSOPRAZOLE SANDOZ 15 MG GELULE 15
3400938112948,LANSOPRAZOLE SANDOZ 15 MG GELULE 30
3400938113020,LANSOPRAZOLE PHR LAB 15MG Gé GELULE GASTRORESISTANTE 15
3400938113259,LANSOPRAZOLE PHR LAB 15MG Gé GELULE GASTRORESISTANTE 30
3400938113549,LANSOPRAZOLE PHR LAB 30MG Gé GELULE GASTRORESISTANTE 14
3400938113600,LANSOPRAZOLE PHR LAB 30MG Gé GELULE GASTRORESISTANTE 28
3400938114430,FINASTERIDE HEXAL 5 MG CPR 28
3400938116502,LANSOPRAZOLE EG 15 MG GELULE 15
3400938116731,LANSOPRAZOLE EG 15 MG GELULE 30
3400938117042,LANSOPRAZOLE EG 30 MG GELULE 7
3400938117103,LANSOPRAZOLE EG 30 MG GELULE 14
3400938117271,LANSOPRAZOLE EG 30 MG GELULE 28
3400938117561,LANSOPRAZOLE TEVA SANTE 15 MG GELULE 15
3400938117790,LANSOPRAZOLE TEVA SANTE 15 MG GELULE 30
3400938117912,LANSOPRAZOLE TEVA SANTE 30 MG GELULE 7
3400938118162,LANSOPRAZOLE TEVA SANTE 30 MG GELULE 14
3400938118223,LANZOPRAZOLE TEVA SANTE 30 MG GELULE 28
3400938118452,LANSOPRAZOLE SANDOZ 30 MG GELULE 7
3400938118513,LANSOPRAZOLE SANDOZ 30 MG GELULE 14
3400938118681,LANSOPRAZOLE SANDOZ 30 MG GELULE 28
3400938118742,TRANDOLAPRIL TEVA 2 MG GELULE 90
3400938119053,LANSOPRAZOLE QUALIMED 30 MG GELULE 7
3400938119114,LANSOPRAZOLE QUALIMED 30 MG GELULE 14
3400938119282,LANSOPRAZOLE QUALIMED 30 MG GELULE 28
3400938119343,LANSOPRAZOLE RATIOPHARM 15 MG GELULE 15
3400938119572,LANSOPRAZOLE RATIOPHARM 30 MG GELULE 7
3400938119633,LANSOPRAZOLE RATIOPHARM 30 MG GELULE 14
3400938119862,LANSOPRAZOLE RATIOPHARM 30 MG GELULE 28
3400938121124,FORMODUAL 100 MCG/6 MCG/DOSE SOL INHAL 120 DOSES
3400938121933,PERGOVERIS 75 UI SOL INJ 1/1 ML
3400938122183,PERGOVERIS 75 UI SOL INJ 10/1 ML
3400938122534,AMOXICILLINE ALTER 500 MG GELULE 12
3400938122763,"ZOPICLONE ALTER 7,5 MG CPR SEC 14"
3400938123135,PIPERACILLINE TAZOBACTAM MYLAN 2 G/250MG SOL INJ 1
3400938124255,TRAMADOL MYLAN GENERIQUES 100 MG CPR 30
3400938125955,TRAMADOL MYLAN GENERIQUES 150 MG CPR 30
3400938127676,TRAMADOL MYLAN GENERIQUES 200 MG CPR 30
3400938129397,PIPERACILLINE TAZOBACTAM MYLAN 4 G/500 MG SOL INJ 1
3400938129748,METFORMINE CRISTERS 1 000 MG CPR 30
3400938130058,METFORMINE CRISTERS 1 000 MG CPR 90
3400938130119,PROPYLEX 50MG CPR 30
3400938130287,PROPYLEX 50MG CPR 90
3400938130577,ACTONELCOMBI 35 MG + 1 000 MG/880 UI CPR 4 + GRANULE SACHET 24
3400938133769,AMOXICILLINE ZYDUS FRANCE 500 MG GELULE 12
3400938134070,"BISOPROLOL RATIOPHARM 1,25 MG CPR 30"
3400938134131,AMOXICILLINE ALTER 1 G CPR DISP 6
3400938134360,AMOXICILLINE ALTER 1 G CPR DISP 14
3400938134599,ONDANSETRON TEVA 8 MG CPR 2
3400938134650,ONDANSETRON TEVA 8MG CPR 4
3400938135541,ATENOLOL SANDOZ 50 MG CPR SEC 28
3400938135602,ATENOLOL SANDOZ 100 MG CPR SEC 28
3400938136432,ONDANSETRON TEVA 8 MG CPR DISP 2
3400938136661,ONDANSETRON TEVA 8 MG CPR DISP 4
3400938137552,ALFUZOSINE ZYDUS LP 10 MG CPR 30
3400938137781,OKIMUS CPR 40
3400938139624,AMLODIPINE ALTER 10 MG GELULE 30
3400938139792,AMLODIPINE ALTER 10 MG GELULE 90
3400938139853,LANSOPRAZOLE MYLAN 15 MG GELULE 15
3400938140163,LANSOPRAZOLE MYLAN 15 MG GELULE 30
3400938140224,LANSOPRAZOLE QUALIMED 15 MG GELULE 15
3400938140453,LANSOPRAZOLE QUALIMED 15 MG GELULE 30
3400938141283,INNOVAIR 100 MCG/6 MCG/DOSE SOL INHAL 120 DOSES
3400938142693,LANSOPRAZOLE RATIOPHARM 15 MG GELULE 30
3400938144017,DONEPEZIL TEVA 5 MG CPR DISP 28
3400938144307,LANSOPRAZOLE BIOGARAN 30 MG GELULE 28
3400938146608,PHOSPHOSORB 660 MG CPR 200
3400938146776,INCRELEX 10 MG/ML SOL INJ 1/4 ML
3400938149500,FENTANYL SANDOZ 12 MCG/H DISP TRANSDERM 5
3400938149678,ACICLOVIR ALTER 200 MG CPR 25
3400938149739,AMOXICILLINE ALTER 125 MG/5 ML 1 FLACON DE 60 ML A
3400938149968,AMOXICILLINE ALTER 250 MG/5 ML PDRE SUSP BUV 1/60 ML
3400938150049,AMOXICILLINE ALTER 500 MG/5 ML 1 FLACON DE 60 ML A
3400938150100,"MENINGITEC SUSP INJ SERINGUE 1/0,5 ML"
3400938150629,AMLODIPINE EG 5 MG GELULE 90
3400938150797,AMLODIPINE EG 10 MG GELULE 90
3400938150858,CALCIUM VIT D3 GNR 500MG/400UI CPR 180
3400938150919,DOMPERIDONE ALTER 10MG CPR 40
3400938151169,THIOCOLCHICOSIDE ALTER 4 MG CPR 12
3400938151220,THIOCOLCHICOSIDE ALTER 4 MG CPR 24
3400938151459,"MIRCERA 50 MCG/0,3 ML SOL INJ 1/0,3 ML"
3400938151510,"MIRCERA 75 MCG/0,3 ML SOL INJ 1/0,3 ML"
3400938151749,"MIRCERA 100 MCG/0,3 ML SOL INJ 1/0,3 ML"
3400938151800,"MIRCERA 150 MCG/0,3 ML SOL INJ 1/0,3 ML"
3400938152050,"MIRCERA 200 MCG/0,3 ML SOL INJ 1/0,3 ML"
3400938152111,"MIRCERA 250 MCG/0,3 ML SOL INJ 1/0,3 ML"
3400938154061,TAREG 40 MG CPR SEC 30
3400938154351,TAREG 40 MG CPR SEC 90
3400938154641,TAREG 80 MG CPR 30
3400938154931,TAREG 80 MG CPR 90
3400938155242,TAREG 160 MG CPR 30
3400938155532,TAREG 160 MG CPR 90
3400938155822,"COTAREG 80 MG/12,5 MG CPR 30"
3400938156362,"COTAREG 80 MG/12,5 MG CPR 90"
3400938156652,"COTAREG 160 MG/12,5 MG CPR 30"
3400938157024,"COTAREG 160 MG/12,5 MG CPR 90"
3400938157314,COTAREG 160 MG/25 MG CPR 30
3400938157772,COTAREG 160 MG/25 MG CPR 90
3400938158373,RILMENIDINE SANDOZ 1 MG CPR 30
3400938158434,RILMENIDINE SANDOZ 1 MG CPR 90
3400938158892,RILMENIDINE TEVA 1 MG CPR 30
3400938159035,RILMENIDINE TEVA 1 MG CPR 90
3400938159783,RISPERIDONE BIOGARAN 1MG CPR SEC 60
3400938160154,RISPERIDONE BIOGARAN 2MG CPR SEC 60
3400938160383,RISPERIDONE BIOGARAN 4MG CPR SEC 30
